2022-07-14 23:57:10+00:00,1547731964580352003,UK,Helena🕷,b'RT @tortoise: Who did Boris Johnson go to Italy with when he visited Russian oligarch Alexander Lebedev in 2018? \n\n@pcaruanagalizia had som\xe2\x80\xa6'
2022-07-14 23:57:08+00:00,1547731957169004544,"Maryland, USA",Bill Fox,b'RT @kylenabecker: Breaking News.\xf0\x9f\x9a\xa8\n\nEstonian prime minister Kaja Kallas has just resigned.\n\nThis follows upon the resignation announcements\xe2\x80\xa6'
2022-07-14 23:57:07+00:00,1547731953243537408,🌏,CreamAesth,b'RT @Gabriel_Pogrund: EXCLUSIVE: Boris Johnson lobbied for a public role for a young woman who says he abused his power to have a sexual rel\xe2\x80\xa6'
2022-07-14 23:57:06+00:00,1547731949011079174,"New York, USA",cattycat,b'RT @kylenabecker: Breaking News.\xf0\x9f\x9a\xa8\n\nEstonian prime minister Kaja Kallas has just resigned.\n\nThis follows upon the resignation announcements\xe2\x80\xa6'
2022-07-14 23:57:04+00:00,1547731940647653376,,Zara 🛻 🐭,"b""RT @afshinrattansi: BREAKING: \xf0\x9f\x87\xae\xf0\x9f\x87\xb9Italy descends into chaos. After \xf0\x9f\x87\xac\xf0\x9f\x87\xa7UK PM Boris Johnson's resignation, now Mario Draghi\xc2\xa0quits as neocon prim\xe2\x80\xa6"""
2022-07-14 23:57:02+00:00,1547731932150054919,"England, United Kingdom",Regina Almeida,"b'RT @W00dy59: On Tuesday 5th of July,  myself and Mrs G stood outside the Downing street gates with a large crowd of people hoping to catch\xe2\x80\xa6'"
2022-07-14 23:57:01+00:00,1547731927334993927,"Chicago, IL",Jose Requena,b'RT @peterjukes: How did Foreign Secretary Boris Johnson react to early revelations of Putin\xe2\x80\x99s great information war? All the evidence sugge\xe2\x80\xa6'
2022-07-14 23:57:01+00:00,1547731926223425538,,JONAH KHAMATHEW,"b'RT @TonyMurega: Rishi Sunak, Son of Indian immigrants from East Africa (father born in Kenya &amp; mother in Tanzania) is leading in the race t\xe2\x80\xa6'"
2022-07-14 23:57:00+00:00,1547731924327600128,"England, United Kingdom",sir Ian Warren #Partygate #SueGrayReport,"b""RT @kercle: I didn't want Boris Johnson. I certainly don't want his sloppy seconds!\n\n#GeneralElectionNow"""
2022-07-14 23:56:54+00:00,1547731898021007365,,womble69,b'RT @DuncanM11316193: @GBNEWS Boris. Not perfect but better than the rest of them put together. \n\nAnd infinitely better than ginger growler\xe2\x80\xa6'
2022-07-14 23:56:53+00:00,1547731892450996227,"London, England, UK.",Who Cares Wins!,b'RT @Kevin_Maguire: We need a new economic plan to overcome sluggish economic growth - Liz Truss.\n\nMemo to Liz Truss: The Tories have been i\xe2\x80\xa6'
